symbol,refseq,tag,ensembl_id,gene_id
CCER2,NM_001243212.2,MANE Select,ENST00000571838.2,643669
SARS2,NM_017827.4,MANE Select,ENST00000221431.11,54938
MRPS12,NM_033362.4,MANE Select,ENST00000308018.9,6183
FBXO17,NM_024907.7,MANE Select,ENST00000292852.9,115290
FBXO27,NM_178820.5,MANE Select,ENST00000292853.9,126433
ACP7,NM_001004318.3,MANE Select,ENST00000331256.10,390928
PAK4,NM_005884.5,MANE Select,ENST00000360442.8,10298
NCCRP1,NM_001001414.2,MANE Select,ENST00000339852.5,342897
SYCN,NM_001080468.4,MANE Select,ENST00000318438.7,342898
IFNL3,NM_172139.4,MANE Select,ENST00000413851.3,282617
IFNL2,NM_172138.2,MANE Select,ENST00000331982.6,282616
IFNL1,NM_172140.2,MANE Select,ENST00000333625.3,282618
LRFN1,NM_020862.2,MANE Select,ENST00000248668.5,57622
GMFG,NM_004877.4,MANE Select,ENST00000597595.6,9535
SAMD4B,NM_001384574.2,MANE Select,ENST00000610417.5,55095
PAF1,NM_019088.4,MANE Select,ENST00000221265.8,54623
MED29,NM_017592.4,MANE Select,ENST00000315588.11,55588
ZFP36,NM_003407.5,MANE Select,ENST00000597629.3,7538
PLEKHG2,NM_022835.3,MANE Select,ENST00000425673.6,64857
RPS16,NM_001020.6,MANE Select,ENST00000251453.8,6217
SUPT5H,NM_001111020.3,MANE Select,ENST00000432763.7,6829
TIMM50,NM_001001563.5,MANE Select,ENST00000607714.6,92609
DLL3,NM_203486.3,MANE Select,ENST00000356433.10,10683
SELENOV,NM_182704.2,MANE Select,ENST00000335426.9,348303
EID2B,NM_152361.3,MANE Select,ENST00000326282.5,126272
EID2,NM_153232.4,MANE Select,ENST00000390658.4,163126
LGALS13,NM_013268.3,MANE Select,ENST00000221797.5,29124
LGALS16,NM_001190441.3,MANE Select,ENST00000392051.4,148003
LGALS14,NM_020129.3,MANE Select,ENST00000392052.8,56891
CLC,NM_001828.6,MANE Select,ENST00000221804.5,1178
LEUTX,NM_001382345.1,MANE Select,ENST00000638280.2,342900
DYRK1B,NM_004714.3,MANE Select,ENST00000323039.10,9149
FBL,NM_001436.4,MANE Select,ENST00000221801.8,2091
PSMC4,NM_006503.4,MANE Select,ENST00000157812.7,5704
ZNF546,NM_178544.5,MANE Select,ENST00000347077.9,339327
ZNF780B,NM_001005851.3,MANE Select,ENST00000434248.6,163131
ZNF780A,NM_001142578.2,MANE Select,ENST00000683561.1,284323
MAP3K10,NM_002446.4,MANE Select,ENST00000253055.8,4294
TTC9B,NM_152479.6,MANE Select,ENST00000311308.7,148014
CCNP,NM_024877.4,MANE Select,ENST00000430325.7,79935
AKT2,NM_001626.6,MANE Select,ENST00000392038.7,208
C19orf47,NM_001256441.2,MANE Select,ENST00000683109.1,126526
PLD3,NM_012268.4,MANE Select,ENST00000409735.9,23646
HIPK4,NM_144685.5,MANE Select,ENST00000291823.3,147746
PRX,NM_181882.3,MANE Select,ENST00000324001.8,57716
SERTAD1,NM_013376.4,MANE Select,ENST00000357949.5,29950
SERTAD3,NM_203344.3,MANE Select,ENST00000322354.4,29946
BLVRB,NM_000713.3,MANE Select,ENST00000263368.9,645
SPTBN4,NM_020971.3,MANE Select,ENST00000598249.6,57731
SHKBP1,NM_138392.4,MANE Select,ENST00000291842.10,92799
LTBP4,NM_001042545.2,MANE Select,ENST00000396819.8,8425
NUMBL,NM_004756.5,MANE Select,ENST00000252891.8,9253
COQ8B,NM_024876.4,MANE Select,ENST00000324464.8,79934
ITPKC,NM_025194.3,MANE Select,ENST00000263370.3,80271
C19orf54,NM_198476.5,MANE Select,ENST00000378313.7,284325
SNRPA,NM_004596.5,MANE Select,ENST00000243563.8,6626
MIA,NM_006533.4,MANE Select,ENST00000263369.4,8190
RAB4B,NM_016154.5,MANE Select,ENST00000357052.8,53916
EGLN2,NM_080732.4,MANE Select,ENST00000303961.9,112398
CYP2A6,NM_000762.6,MANE Select,ENST00000301141.10,1548
CYP2A7,NM_000764.3,MANE Select,ENST00000301146.9,1549
CYP2B6,NM_000767.5,MANE Select,ENST00000324071.10,1555
CYP2A13,NM_000766.5,MANE Select,ENST00000330436.4,1553
CYP2F1,NM_000774.5,MANE Select,ENST00000331105.7,1572
CYP2S1,NM_030622.8,MANE Select,ENST00000310054.9,29785
AXL,NM_021913.5,MANE Select,ENST00000301178.9,558
HNRNPUL1,NM_007040.6,MANE Select,ENST00000392006.8,11100
CCDC97,NM_052848.3,MANE Select,ENST00000269967.4,90324
TGFB1,NM_000660.7,MANE Select,ENST00000221930.6,7040
B9D2,NM_030578.4,MANE Select,ENST00000243578.8,80776
TMEM91,NM_001098821.2,MANE Select,ENST00000392002.7,641649
EXOSC5,NM_020158.4,MANE Select,ENST00000221233.9,56915
BCKDHA,NM_000709.4,MANE Select,ENST00000269980.7,593
B3GNT8,NM_001385648.2,MANE Select,ENST00000691102.1,374907
DMAC2,NM_018035.3,MANE Select,ENST00000221943.14,55101
ERICH4,NM_001130514.3,MANE Select,ENST00000378187.3,100170765
CEACAM21,NM_001098506.4,MANE Select,ENST00000401445.4,90273
CEACAM4,NM_001817.4,MANE Select,ENST00000221954.7,1089
CEACAM7,NM_001291485.2,MANE Select,ENST00000401731.6,1087
CEACAM5,NM_004363.6,MANE Select,ENST00000221992.11,1048
CEACAM6,NM_002483.7,MANE Select,ENST00000199764.7,4680
CEACAM3,NM_001815.5,MANE Select,ENST00000357396.8,1084
LYPD4,NM_173506.7,MANE Select,ENST00000609812.6,147719
DMRTC2,NM_001040283.3,MANE Select,ENST00000269945.8,63946
RPS19,NM_001022.4,MANE Select,ENST00000598742.6,6223
CD79A,NM_001783.4,MANE Select,ENST00000221972.8,973
ARHGEF1,NM_004706.4,MANE Select,ENST00000354532.8,9138
ERFL,NM_001365103.2,MANE Select,ENST00000597630.3,390937
RABAC1,NM_006423.3,MANE Select,ENST00000222008.11,10567
ATP1A3,NM_152296.5,MANE Select,ENST00000648268.1,478
GRIK5,NM_002088.5,MANE Select,ENST00000593562.6,2901
ZNF574,NM_022752.6,MANE Select,ENST00000359044.5,64763
POU2F2,NM_001394376.1,MANE Select,ENST00000692977.1,5452
DEDD2,NM_133328.4,MANE Select,ENST00000596251.6,162989
ZNF526,NM_133444.3,MANE Select,ENST00000301215.8,116115
GSK3A,NM_019884.3,MANE Select,ENST00000222330.8,2931
ERF,NM_006494.4,MANE Select,ENST00000222329.9,2077
CIC,NM_001386298.1,MANE Select,ENST00000681038.1,23152
PAFAH1B3,NM_002573.4,MANE Select,ENST00000262890.8,5050
PRR19,NM_199285.3,MANE Select,ENST00000341747.8,284338
TMEM145,NM_173633.3,MANE Select,ENST00000301204.8,284339
MEGF8,NM_001271938.2,MANE Select,ENST00000251268.11,1954
CNFN,NM_032488.4,MANE Select,ENST00000222032.10,84518
LIPE,NM_005357.4,MANE Select,ENST00000244289.9,3991
CXCL17,NM_198477.3,MANE Select,ENST00000601181.6,284340
CEACAM1,NM_001712.5,MANE Select,ENST00000161559.11,634
CEACAM8,NM_001816.4,MANE Select,ENST00000244336.10,1088
PSG3,NM_021016.4,MANE Select,ENST00000327495.10,5671
PSG8,NM_182707.3,MANE Select,ENST00000306511.5,440533
PSG1,NM_001184825.2,MANE Select,ENST00000436291.7,5669
PSG6,NM_001031850.4,MANE Select,ENST00000187910.7,5675
PSG7,NM_002783.3,MANE Select,ENST00000406070.7,5676
PSG11,NM_002785.3,MANE Select,ENST00000320078.12,5680
PSG2,NM_031246.4,MANE Select,ENST00000406487.6,5670
PSG5,NM_002781.4,MANE Select,ENST00000342951.11,5673
PSG4,NM_002780.5,MANE Select,ENST00000405312.8,5672
PSG9,NM_002784.5,MANE Select,ENST00000270077.8,5678
CD177,NM_020406.4,MANE Select,ENST00000618265.5,57126
TEX101,NM_001130011.3,MANE Select,ENST00000598265.2,83639
LYPD3,NM_014400.3,MANE Select,ENST00000244333.4,27076
PHLDB3,NM_198850.4,MANE Select,ENST00000292140.10,653583
ETHE1,NM_014297.5,MANE Select,ENST00000292147.7,23474
ZNF575,NM_174945.3,MANE Select,ENST00000314228.10,284346
XRCC1,NM_006297.3,MANE Select,ENST00000262887.10,7515
PINLYP,NM_001193621.3,MANE Select,ENST00000599207.6,390940
IRGQ,NM_001007561.3,MANE Select,ENST00000422989.6,126298
ZNF576,NM_001145347.2,MANE Select,ENST00000336564.5,79177
ZNF428,NM_182498.4,MANE Select,ENST00000300811.8,126299
SRRM5,NM_001145641.2,MANE Select,ENST00000417606.3,100170229
CADM4,NM_145296.2,MANE Select,ENST00000222374.3,199731
PLAUR,NM_002659.4,MANE Select,ENST00000340093.8,5329
IRGC,NM_019612.4,MANE Select,ENST00000244314.6,56269
SMG9,NM_019108.4,MANE Select,ENST00000270066.11,56006
KCNN4,NM_002250.3,MANE Select,ENST00000648319.1,3783
LYPD5,NM_001031749.3,MANE Select,ENST00000377950.8,284348
ZNF283,NM_181845.2,MANE Select,ENST00000618787.5,284349
ZNF404,NM_001033719.3,MANE Select,ENST00000587539.2,342908
ZNF45,NM_003425.4,MANE Select,ENST00000269973.10,7596
ZNF221,NM_001297588.2,MANE Select,ENST00000587682.6,7638
ZNF155,NM_198089.3,MANE Select,ENST00000270014.7,7711
ZNF230,NM_006300.4,MANE Select,ENST00000429154.7,7773
ZNF222,NM_001129996.2,MANE Select,ENST00000391960.4,7673
ZNF223,NM_013361.6,MANE Select,ENST00000434772.8,7766
ZNF284,NM_001037813.4,MANE Select,ENST00000421176.4,342909
ZNF224,NM_001321645.3,MANE Select,ENST00000693561.1,7767
ZNF225,NM_013362.4,MANE Select,ENST00000262894.11,7768
ZNF234,NM_006630.3,MANE Select,ENST00000426739.7,10780
ZNF226,NM_001032373.2,MANE Select,ENST00000337433.10,7769
ZNF227,NM_182490.3,MANE Select,ENST00000313040.12,7770
ZNF233,NM_001207005.2,MANE Select,ENST00000683810.1,353355
ZNF235,NM_004234.4,MANE Select,ENST00000291182.9,9310
ZNF112,NM_013380.4,MANE Select,ENST00000354340.9,7771
ZNF285,NM_152354.6,MANE Select,ENST00000614994.5,26974
ZNF229,NM_014518.4,MANE Select,ENST00000614049.5,7772
ZNF180,NM_001278509.3,MANE Select,ENST00000592529.6,7733
CEACAM20,NM_001102597.3,MANE Select,ENST00000614924.5,125931
IGSF23,NM_001205280.2,MANE Select,ENST00000402988.6,147710
PVR,NM_006505.5,MANE Select,ENST00000425690.8,5817
CEACAM19,NM_001127893.3,MANE Select,ENST00000358777.10,56971
CEACAM16,NM_001039213.4,MANE Select,ENST00000587331.7,388551
BCL3,NM_005178.5,MANE Select,ENST00000164227.10,602
CBLC,NM_012116.4,MANE Select,ENST00000647358.2,23624
BCAM,NM_005581.5,MANE Select,ENST00000270233.12,4059
NECTIN2,NM_001042724.2,MANE Select,ENST00000252483.10,5819
TOMM40,NM_001128917.2,MANE Select,ENST00000426677.7,10452
APOE,NM_000041.4,MANE Select,ENST00000252486.9,348
APOC1,NM_001645.5,MANE Select,ENST00000592535.6,341
APOC4,NM_001646.3,MANE Select,ENST00000592954.2,346
APOC2,NM_000483.5,MANE Select,ENST00000252490.7,344
CLPTM1,NM_001294.4,MANE Select,ENST00000337392.10,1209
RELB,NM_006509.4,MANE Select,ENST00000221452.13,5971
CLASRP,NM_007056.3,MANE Select,ENST00000221455.8,11129
ZNF296,NM_145288.3,MANE Select,ENST00000303809.7,162979
GEMIN7,NM_024707.3,MANE Select,ENST00000270257.9,79760
PPP1R37,NM_019121.2,MANE Select,ENST00000221462.9,284352
NKPD1,NM_198478.4,MANE Select,ENST00000686631.1,284353
TRAPPC6A,NM_001270891.2,MANE Select,ENST00000585934.1,79090
BLOC1S3,NM_212550.5,MANE Select,ENST00000433642.3,388552
EXOC3L2,NM_001382422.1,MANE Select,ENST00000413988.3,90332
MARK4,NM_001199867.2,MANE Select,ENST00000262891.9,57787
CKM,NM_001824.5,MANE Select,ENST00000221476.4,1158
KLC3,NM_177417.3,MANE Select,ENST00000391946.7,147700
ERCC2,NM_000400.4,MANE Select,ENST00000391945.10,2068
PPP1R13L,NM_006663.4,MANE Select,ENST00000360957.10,10848
POLR1G,NM_012099.3,MANE Select,ENST00000309424.8,10849
ERCC1,NM_001983.4,MANE Select,ENST00000300853.8,2067
FOSB,NM_006732.3,MANE Select,ENST00000353609.8,2354
RTN2,NM_005619.5,MANE Select,ENST00000245923.9,6253
PPM1N,NM_001080401.2,MANE Select,ENST00000451287.7,147699
VASP,NM_003370.4,MANE Select,ENST00000245932.11,7408
OPA3,NM_025136.4,MANE Select,ENST00000263275.5,80207
GPR4,NM_005282.3,MANE Select,ENST00000323040.5,2828
EML2,NM_012155.4,MANE Select,ENST00000245925.8,24139
GIPR,NM_000164.4,MANE Select,ENST00000590918.6,2696
SNRPD2,NM_001384647.1,MANE Select,ENST00000342669.8,6633
QPCTL,NM_017659.4,MANE Select,ENST00000012049.10,54814
FBXO46,NM_001080469.2,MANE Select,ENST00000317683.4,23403
MEIOSIN,NM_001310124.2,MANE Select,ENST00000457052.3,388553
SIX5,NM_175875.5,MANE Select,ENST00000317578.7,147912
DMPK,NM_004409.5,MANE Select,ENST00000291270.9,1760
DMWD,NM_004943.2,MANE Select,ENST00000270223.7,1762
RSPH6A,NM_030785.4,MANE Select,ENST00000221538.8,81492
SYMPK,NM_004819.3,MANE Select,ENST00000245934.12,8189
FOXA3,NM_004497.3,MANE Select,ENST00000302177.3,3171
IRF2BP1,NM_015649.3,MANE Select,ENST00000302165.5,26145
MYPOP,NM_001012643.4,MANE Select,ENST00000322217.6,339344
NANOS2,NM_001029861.3,MANE Select,ENST00000341294.4,339345
NOVA2,NM_002516.4,MANE Select,ENST00000263257.6,4858
CCDC61,NM_001267723.2,MANE Select,ENST00000595358.5,729440
PGLYRP1,NM_005091.3,MANE Select,ENST00000008938.5,8993
IGFL4,NM_001002923.3,MANE Select,ENST00000377697.2,444882
IGFL2,NM_001135113.2,MANE Select,ENST00000377693.5,147920
IGFL3,NM_207393.2,MANE Select,ENST00000341415.3,388555
IGFL1,NM_198541.2,MANE Select,ENST00000437936.2,374918
HIF3A,NM_152795.4,MANE Select,ENST00000377670.9,64344
PPP5C,NM_006247.4,MANE Select,ENST00000012443.9,5536
CCDC8,NM_032040.5,MANE Select,ENST00000307522.5,83987
PNMA8C,NM_001386793.1,MANE Select,ENST00000617053.3,110806277
PNMA8A,NM_018215.4,MANE Select,ENST00000313683.15,55228
PNMA8B,NM_020709.3,MANE Select,ENST00000599531.2,57469
CALM3,NM_005184.4,MANE Select,ENST00000291295.14,808
PTGIR,NM_000960.4,MANE Select,ENST00000291294.7,5739
GNG8,NM_033258.2,MANE Select,ENST00000693335.1,94235
DACT3,NM_145056.3,MANE Select,ENST00000391916.7,147906
PRKD2,NM_016457.5,MANE Select,ENST00000291281.9,25865
STRN4,NM_013403.3,MANE Select,ENST00000263280.11,29888
FKRP,NM_024301.5,MANE Select,ENST00000318584.10,79147
SLC1A5,NM_005628.3,MANE Select,ENST00000542575.6,6510
AP2S1,NM_004069.6,MANE Select,ENST00000263270.11,1175
ARHGAP35,NM_004491.5,MANE Select,ENST00000672722.1,2909
NPAS1,NM_002517.4,MANE Select,ENST00000602212.6,4861
TMEM160,NM_017854.2,MANE Select,ENST00000253047.7,54958
ZC3H4,NM_015168.2,MANE Select,ENST00000253048.10,23211
SAE1,NM_005500.3,MANE Select,ENST00000270225.12,10055
BBC3,NM_014417.5,MANE Select,ENST00000439096.3,27113
CCDC9,NM_015603.3,MANE Select,ENST00000221922.11,26093
INAFM1,NM_178511.6,MANE Select,ENST00000552360.4,255783
C5AR1,NM_001736.4,MANE Select,ENST00000355085.4,728
C5AR2,NM_001271749.2,MANE Select,ENST00000595464.3,27202
DHX34,NM_014681.6,MANE Select,ENST00000328771.9,9704
MEIS3,NM_001301059.2,MANE Select,ENST00000558555.6,56917
SLC8A2,NM_015063.3,MANE Select,ENST00000236877.11,6543
KPTN,NM_007059.4,MANE Select,ENST00000338134.8,11133
NAPA,NM_003827.4,MANE Select,ENST00000263354.8,8775
ZNF541,NM_001277075.3,MANE Select,ENST00000391901.8,84215
BICRA,NM_001394372.1,MANE Select,ENST00000594866.3,29998
EHD2,NM_014601.4,MANE Select,ENST00000263277.8,30846
NOP53,NM_015710.5,MANE Select,ENST00000246802.10,29997
SELENOW,NM_003009.4,MANE Select,ENST00000601048.6,6415
TPRX1,NM_001397346.1,MANE Select,ENST00000698655.1,284355
CRX,NM_000554.6,MANE Select,ENST00000221996.12,1406
TPRX2,NM_001397347.2,MANE Select,ENST00000535362.3,503627
SULT2A1,NM_003167.4,MANE Select,ENST00000222002.4,6822
BSPH1,NM_001128326.2,MANE Select,ENST00000344839.3,100131137
ELSPBP1,NM_022142.5,MANE Select,ENST00000339841.7,64100
CABP5,NM_019855.5,MANE Select,ENST00000293255.3,56344
PLA2G4C,NM_003706.3,MANE Select,ENST00000599921.6,8605
LIG1,NM_000234.3,MANE Select,ENST00000263274.12,3978
ZSWIM9,NM_199341.4,MANE Select,ENST00000614654.2,374920
CARD8,NM_001184900.3,MANE Select,ENST00000651546.1,22900
ZNF114,NM_153608.4,MANE Select,ENST00000595607.6,163071
ODAD1,NM_001364171.2,MANE Select,ENST00000674294.1,93233
EMP3,NM_001425.3,MANE Select,ENST00000270221.11,2014
TMEM143,NM_018273.4,MANE Select,ENST00000293261.8,55260
SYNGR4,NM_012451.4,MANE Select,ENST00000344846.7,23546
KDELR1,NM_006801.3,MANE Select,ENST00000330720.7,10945
GRIN2D,NM_000836.4,MANE Select,ENST00000263269.4,2906
GRWD1,NM_031485.4,MANE Select,ENST00000253237.10,83743
KCNJ14,NM_013348.4,MANE Select,ENST00000342291.3,3770
CYTH2,NM_004228.7,MANE Select,ENST00000452733.7,9266
LMTK3,NM_001388485.1,MANE Select,ENST00000600059.6,114783
SULT2B1,NM_177973.2,MANE Select,ENST00000201586.7,6820
FAM83E,NM_017708.4,MANE Select,ENST00000263266.4,54854
SPACA4,NM_133498.3,MANE Select,ENST00000321762.3,171169
RPL18,NM_000979.4,MANE Select,ENST00000549920.6,6141
SPHK2,NM_020126.5,MANE Select,ENST00000245222.9,56848
DBP,NM_001352.5,MANE Select,ENST00000222122.10,1628
CA11,NM_001217.5,MANE Select,ENST00000084798.9,770
NTN5,NM_145807.4,MANE Select,ENST00000270235.11,126147
FUT2,NM_000511.6,MANE Select,ENST00000425340.3,2524
MAMSTR,NM_001130915.2,MANE Select,ENST00000318083.11,284358
RASIP1,NM_017805.3,MANE Select,ENST00000222145.9,54922
IZUMO1,NM_182575.3,MANE Select,ENST00000332955.7,284359
FUT1,NM_001384359.1,MANE Select,ENST00000645652.2,2523
FGF21,NM_019113.4,MANE Select,ENST00000593756.6,26291
BCAT2,NM_001190.4,MANE Select,ENST00000316273.11,587
HSD17B14,NM_016246.3,MANE Select,ENST00000263278.9,51171
PLEKHA4,NM_020904.3,MANE Select,ENST00000263265.11,57664
PPP1R15A,NM_014330.5,MANE Select,ENST00000200453.6,23645
TULP2,NM_003323.3,MANE Select,ENST00000221399.8,7288
NUCB1,NM_006184.6,MANE Select,ENST00000405315.9,4924
DHDH,NM_014475.4,MANE Select,ENST00000221403.7,27294
BAX,NM_138761.4,MANE Select,ENST00000345358.12,581
FTL,NM_000146.4,MANE Select,ENST00000331825.11,2512
GYS1,NM_002103.5,MANE Select,ENST00000323798.8,2997
RUVBL2,NM_006666.3,MANE Select,ENST00000595090.6,10856
LHB,NM_000894.3,MANE Select,ENST00000649238.3,3972
LOC101059948,NM_001396011.1,MANE Select,ENST00000637680.2,101059948
CGB3,NM_000737.5,MANE Select,ENST00000357383.4,1082
CGB2,NM_033378.2,MANE Select,ENST00000359342.7,114336
CGB1,NM_033377.2,MANE Select,ENST00000301407.8,114335
CGB5,NM_033043.2,MANE Select,ENST00000301408.7,93659
CGB8,NM_033183.3,MANE Select,ENST00000448456.4,94115
CGB7,NM_001385261.1,MANE Select,ENST00000684222.1,94027
NTF4,NM_006179.5,MANE Select,ENST00000593537.2,4909
KCNA7,NM_031886.3,MANE Select,ENST00000221444.2,3743
SNRNP70,NM_003089.6,MANE Select,ENST00000598441.6,6625
LIN7B,NM_022165.3,MANE Select,ENST00000221459.7,64130
C19orf73,NM_018111.3,MANE Select,ENST00000408991.4,55150
PPFIA3,NM_003660.4,MANE Select,ENST00000334186.9,8541
HRC,NM_002152.3,MANE Select,ENST00000252825.9,3270
TRPM4,NM_017636.4,MANE Select,ENST00000252826.10,54795
SLC6A16,NM_014037.3,MANE Select,ENST00000335875.9,28968
CD37,NM_001774.3,MANE Select,ENST00000323906.9,951
TEAD2,NM_001256660.2,MANE Select,ENST00000593945.6,8463
DKKL1,NM_014419.4,MANE Select,ENST00000221498.7,27120
KASH5,NM_144688.5,MANE Select,ENST00000447857.8,147872
PTH2,NM_178449.4,MANE Select,ENST00000270631.2,113091
GFY,NM_001195256.2,MANE Select,ENST00000610896.3,100507003
SLC17A7,NM_020309.4,MANE Select,ENST00000221485.8,57030
PIH1D1,NM_017916.3,MANE Select,ENST00000262265.10,55011
ALDH16A1,NM_153329.4,MANE Select,ENST00000293350.9,126133
FLT3LG,NM_001459.4,MANE Select,ENST00000597551.6,2323
RPL13A,NM_012423.4,MANE Select,ENST00000391857.9,23521
RPS11,NM_001015.5,MANE Select,ENST00000270625.7,6205
FCGRT,NM_001136019.3,MANE Select,ENST00000221466.10,2217
RCN3,NM_020650.3,MANE Select,ENST00000270645.8,57333
NOSIP,NM_001270960.2,MANE Select,ENST00000596358.6,51070
PRRG2,NM_000951.3,MANE Select,ENST00000246794.10,5639
PRR12,NM_020719.3,MANE Select,ENST00000418929.7,57479
RRAS,NM_006270.5,MANE Select,ENST00000246792.4,6237
SCAF1,NM_021228.3,MANE Select,ENST00000360565.8,58506
IRF3,NM_001571.6,MANE Select,ENST00000377139.8,3661
BCL2L12,NM_138639.2,MANE Select,ENST00000246784.8,83596
PRMT1,NM_001536.6,MANE Select,ENST00000454376.7,3276
ADM5,NM_001101340.2,MANE Select,ENST00000420022.4,199800
CPT1C,NM_001199753.2,MANE Select,ENST00000598293.6,126129
TSKS,NM_021733.2,MANE Select,ENST00000246801.8,60385
AP2A1,NM_130787.3,MANE Select,ENST00000354293.10,160
FUZ,NM_025129.5,MANE Select,ENST00000313777.9,80199
MED25,NM_030973.4,MANE Select,ENST00000312865.10,81857
PNKP,NM_007254.4,MANE Select,ENST00000322344.8,11284
AKT1S1,NM_001098633.4,MANE Select,ENST00000344175.10,84335
TBC1D17,NM_024682.3,MANE Select,ENST00000221543.10,79735
IL4I1,NM_152899.2,MANE Select,ENST00000391826.7,259307
NUP62,NM_016553.5,MANE Select,ENST00000352066.8,23636
ATF5,NM_001193646.2,MANE Select,ENST00000423777.7,22809
SIGLEC11,NM_052884.3,MANE Select,ENST00000447370.6,114132
VRK3,NM_016440.4,MANE Select,ENST00000316763.8,51231
ZNF473,NM_015428.4,MANE Select,ENST00000270617.8,25888
IZUMO2,NM_152358.3,MANE Select,ENST00000293405.8,126123
MYH14,NM_001145809.2,MANE Select,ENST00000642316.2,79784
KCNC3,NM_004977.3,MANE Select,ENST00000477616.2,3748
NAPSA,NM_004851.3,MANE Select,ENST00000253719.7,9476
NR1H2,NM_007121.7,MANE Select,ENST00000253727.10,7376
POLD1,NM_002691.4,MANE Select,ENST00000440232.7,5424
SPIB,NM_003121.5,MANE Select,ENST00000595883.6,6689
MYBPC2,NM_004533.4,MANE Select,ENST00000357701.6,4606
FAM71E1,NM_001308429.2,MANE Select,ENST00000600100.6,112703
EMC10,NM_206538.4,MANE Select,ENST00000334976.11,284361
JOSD2,NM_001270639.2,MANE Select,ENST00000598418.6,126119
ASPDH,NM_001114598.2,MANE Select,ENST00000389208.9,554235
LRRC4B,NM_001080457.2,MANE Select,ENST00000652263.1,94030
SYT3,NM_001160329.2,MANE Select,ENST00000600079.6,84258
C19orf81,NM_001195076.2,MANE Select,ENST00000425202.6,342918
SHANK1,NM_016148.5,MANE Select,ENST00000293441.6,50944
CLEC11A,NM_002975.3,MANE Select,ENST00000250340.9,6320
GPR32,NM_001506.2,MANE Select,ENST00000270590.4,2854
LOC105372440,NM_001384597.1,MANE Select,ENST00000562076.2,105372440
ACP4,NM_033068.3,MANE Select,ENST00000270593.2,93650
KLK1,NM_002257.4,MANE Select,ENST00000301420.3,3816
KLK15,NM_017509.4,MANE Select,ENST00000598239.6,55554
KLK3,NM_001648.2,MANE Select,ENST00000326003.7,354
KLK2,NM_005551.5,MANE Select,ENST00000325321.8,3817
KLK4,NM_004917.5,MANE Select,ENST00000324041.6,9622
KLK5,NM_012427.5,MANE Select,ENST00000336334.8,25818
KLK6,NM_002774.4,MANE Select,ENST00000310157.7,5653
KLK7,NM_005046.4,MANE Select,ENST00000595820.6,5650
KLK8,NM_007196.4,MANE Select,ENST00000695909.1,11202
